geneID	autocorrect	BCV
ENSG00000201247	Yes	1.52694570686301
ENSG00000200832	Yes	1.50907459096222
ENSG00000147724	Yes	1.48993757316493
ENSG00000272344	Yes	1.48575296538341
ENSG00000199390	Yes	1.46970259444669
ENSG00000200823	Yes	1.46003942755418
ENSG00000278597	Yes	1.45084685454294
ENSG00000199593	Yes	1.44453756168716
ENSG00000258399	Yes	1.44021820318592
ENSG00000196126	Yes	1.43665892069898
ENSG00000224318	Yes	1.43161497048763
ENSG00000278163	Yes	1.42930037089936
ENSG00000232018	Yes	1.42826446969177
ENSG00000207762	Yes	1.42329011313081
ENSG00000205663	Yes	1.40112612864799
ENSG00000263503	Yes	1.39810422702989
ENSG00000201557	Yes	1.39310299183819
ENSG00000274917	Yes	1.38870049324252
ENSG00000227986	Yes	1.38754183378933
ENSG00000230847	Yes	1.38656299890426
ENSG00000200406	Yes	1.38654710254856
ENSG00000196604	Yes	1.384547602452
ENSG00000176165	Yes	1.38414754452586
ENSG00000201839	Yes	1.38338420025093
ENSG00000196090	Yes	1.37421813146891
ENSG00000130226	Yes	1.36745372219129
ENSG00000229807	Yes	1.36527989589415
ENSG00000185304	Yes	1.36321087381252
ENSG00000200279	Yes	1.3622626800406
ENSG00000199575	Yes	1.34550891923631
ENSG00000207978	Yes	1.34337946123099
ENSG00000279718	Yes	1.34141542123929
ENSG00000207558	Yes	1.33724673468444
ENSG00000252223	Yes	1.31296248013249
ENSG00000201710	Yes	1.31255633369821
ENSG00000202048	Yes	1.3103893876415
ENSG00000233508	Yes	1.30836987655294
ENSG00000180178	Yes	1.30161226299549
ENSG00000268883	Yes	1.29479249922744
ENSG00000256417	Yes	1.28381487679454
ENSG00000200089	Yes	1.28129942067435
ENSG00000201569	Yes	1.27836556677037
ENSG00000207993	Yes	1.27548591526935
ENSG00000200215	Yes	1.27469166950476
ENSG00000148386	Yes	1.27464579335839
ENSG00000262074	Yes	1.26802415017832
ENSG00000196834	Yes	1.25009891978844
ENSG00000169436	Yes	1.24364123952256
ENSG00000134121	Yes	1.23250581527264
ENSG00000260142	Yes	1.22923896459601
ENSG00000279208	Yes	1.22039274807322
ENSG00000127903	Yes	1.22011894432404
ENSG00000263934	Yes	1.21939196208725
ENSG00000225746	Yes	1.21689695235247
ENSG00000271417	Yes	1.21116579824809
ENSG00000201318	Yes	1.21087139372161
ENSG00000277521	Yes	1.20059177716737
ENSG00000199942	Yes	1.19964759965678
ENSG00000198744	Yes	1.19428534041338
ENSG00000240661	Yes	1.19258118466931
ENSG00000200612	Yes	1.1797053529775
ENSG00000276410	Yes	1.17763386894465
ENSG00000201899	Yes	1.17642910295616
ENSG00000179542	Yes	1.17155280514035
ENSG00000260518	Yes	1.16187084865463
ENSG00000207646	Yes	1.16125863727452
ENSG00000250420	Yes	1.16016058557627
ENSG00000211825	Yes	1.15144187548889
ENSG00000186481	Yes	1.14322041805158
ENSG00000102195	Yes	1.14289814036664
ENSG00000180806	Yes	1.13923589993953
ENSG00000165246	Yes	1.13896773688302
ENSG00000274618	Yes	1.13675563774776
ENSG00000269993	Yes	1.13602493220582
ENSG00000099251	Yes	1.12919256956886
ENSG00000197550	Yes	1.12876549451343
ENSG00000274428	Yes	1.12302601035581
ENSG00000166770	Yes	1.12145226603024
ENSG00000198046	Yes	1.11872576500927
ENSG00000268297	Yes	1.10517332874981
ENSG00000182195	Yes	1.10443845292212
ENSG00000274735	Yes	1.09985534218998
ENSG00000037965	Yes	1.09605619917269
ENSG00000248632	Yes	1.08452611803571
ENSG00000281640	Yes	1.0791643837167
ENSG00000215808	Yes	1.06864215025632
ENSG00000222185	Yes	1.06360973835126
ENSG00000223779	Yes	1.05879090779977
ENSG00000278047	Yes	1.05852020869081
ENSG00000275530	Yes	1.05676986088744
ENSG00000167785	Yes	1.05078379878809
ENSG00000224807	Yes	1.03868042707227
ENSG00000109193	Yes	1.03172695588674
ENSG00000133710	Yes	1.02398386802288
ENSG00000276796	Yes	1.00658119203702
ENSG00000259485	Yes	1.00421394983939
ENSG00000225630	Yes	1.00420739246562
ENSG00000204801	Yes	0.999636407027797
ENSG00000183439	Yes	0.995837747704412
ENSG00000234449	Yes	0.988930044041113
ENSG00000198312	Yes	0.981652647899971
ENSG00000156687	Yes	0.981437295428982
ENSG00000276591	Yes	0.981172065043258
ENSG00000146469	Yes	0.981086917564566
ENSG00000204969	Yes	0.979545094774301
ENSG00000254681	Yes	0.974870982192723
ENSG00000265185	Yes	0.973940731451339
ENSG00000221614	Yes	0.97328701244015
ENSG00000276700	Yes	0.972016956795418
ENSG00000279099	Yes	0.970355339580863
ENSG00000231764	Yes	0.96838102332542
ENSG00000196263	Yes	0.965889458879615
ENSG00000274057	Yes	0.965455438795926
ENSG00000266145	Yes	0.963092748855437
ENSG00000145681	Yes	0.956039925666014
ENSG00000150394	Yes	0.954725766213546
ENSG00000222095	Yes	0.954106486608653
ENSG00000274519	Yes	0.949133302636047
ENSG00000188803	Yes	0.946484335960785
ENSG00000260597	Yes	0.946088196473757
ENSG00000261349	Yes	0.944373970691972
ENSG00000234132	Yes	0.937442443814496
ENSG00000165092	Yes	0.931994269020061
ENSG00000253333	Yes	0.93162238444554
ENSG00000164107	Yes	0.927914836829263
ENSG00000230964	Yes	0.921120883009794
ENSG00000273748	Yes	0.920580487641135
ENSG00000198865	Yes	0.909592672668853
ENSG00000106809	Yes	0.909159883178978
ENSG00000250535	Yes	0.905999458455042
ENSG00000227827	Yes	0.903636848513455
ENSG00000278318	Yes	0.902570638773717
ENSG00000200480	Yes	0.895488102910324
ENSG00000144115	Yes	0.894817402304678
ENSG00000134115	Yes	0.893577287875567
ENSG00000256400	Yes	0.887963483206542
ENSG00000260075	Yes	0.887620732757608
ENSG00000277105	Yes	0.879461040014589
ENSG00000275075	Yes	0.876996969771655
ENSG00000219693	Yes	0.876732809098275
ENSG00000163359	Yes	0.876150288396614
ENSG00000275209	Yes	0.87246588089684
ENSG00000261212	Yes	0.870592269412115
ENSG00000260224	Yes	0.869353842601844
ENSG00000276171	Yes	0.867456857619757
ENSG00000277437	Yes	0.865767745570318
ENSG00000111341	Yes	0.864241528272752
ENSG00000277918	Yes	0.855252532416204
ENSG00000133424	Yes	0.855041944638866
ENSG00000274745	Yes	0.853139147348092
ENSG00000250421	Yes	0.847335323109789
ENSG00000279602	Yes	0.846914819203997
ENSG00000237973	Yes	0.84186539760811
ENSG00000212329	Yes	0.83523949806879
ENSG00000196436	Yes	0.834084172939963
ENSG00000200972	Yes	0.83406999257357
ENSG00000047457	Yes	0.833935781645512
ENSG00000159247	Yes	0.833139065382138
ENSG00000000971	Yes	0.826885267967172
ENSG00000148704	Yes	0.82330077507177
ENSG00000151952	Yes	0.81917578489982
ENSG00000145321	Yes	0.818023960783543
ENSG00000273542	Yes	0.816635501950025
ENSG00000282826	Yes	0.81574189504563
ENSG00000228532	Yes	0.815677736315393
ENSG00000276692	Yes	0.814743693666698
ENSG00000250669	Yes	0.813318935882154
ENSG00000280670	Yes	0.813026471585504
ENSG00000250979	Yes	0.810285120828211
ENSG00000276104	Yes	0.809488705151482
ENSG00000182256	Yes	0.80934173099894
ENSG00000144355	Yes	0.807081646568965
ENSG00000084453	Yes	0.804897509353815
ENSG00000224597	Yes	0.804385747677536
ENSG00000234665	Yes	0.803263986806394
ENSG00000228683	Yes	0.792266553936754
ENSG00000112232	Yes	0.791795581308027
ENSG00000011465	Yes	0.788390297693002
ENSG00000267254	Yes	0.786766164226823
ENSG00000106689	Yes	0.778212439575884
ENSG00000237238	Yes	0.777089822587288
ENSG00000259520	Yes	0.776467439489869
ENSG00000277979	Yes	0.77396127668441
ENSG00000249721	Yes	0.773859624662526
ENSG00000236816	Yes	0.770146774152415
ENSG00000276112	Yes	0.769156648007687
ENSG00000205611	Yes	0.769140753745858
ENSG00000259974	Yes	0.767673722110031
ENSG00000268117	Yes	0.766967898873035
ENSG00000237039	Yes	0.764695214242746
ENSG00000276412	Yes	0.76276902499362
ENSG00000143429	Yes	0.761459774205828
ENSG00000250686	Yes	0.76021446499362
ENSG00000111788	Yes	0.757505252724429
ENSG00000281566	Yes	0.756895338139568
ENSG00000078098	Yes	0.753978235622724
ENSG00000259570	Yes	0.751386859604275
ENSG00000280950	Yes	0.749613917967883
ENSG00000230076	Yes	0.748368359914782
ENSG00000168542	Yes	0.744113308909926
ENSG00000238151	Yes	0.743146463010634
ENSG00000264693	Yes	0.742609902411966
ENSG00000184961	Yes	0.74145169698204
ENSG00000170549	Yes	0.740811140577475
ENSG00000210112	Yes	0.738383474153254
ENSG00000276737	Yes	0.737140442200396
ENSG00000259439	Yes	0.73606459045266
ENSG00000275104	Yes	0.735650714362452
ENSG00000215845	Yes	0.734096325936109
ENSG00000054598	Yes	0.729672908752618
ENSG00000227124	Yes	0.729309101295884
ENSG00000278436	Yes	0.729004214663864
ENSG00000197582	Yes	0.728486034050079
ENSG00000264015	Yes	0.727499988988075
ENSG00000125798	Yes	0.719868794777077
ENSG00000258732	Yes	0.719739390917423
ENSG00000275757	Yes	0.717795405632485
ENSG00000234287	Yes	0.717098389414109
ENSG00000252922	Yes	0.714964226806326
ENSG00000176971	Yes	0.714418676006916
ENSG00000227684	Yes	0.713705842011045
ENSG00000160221	Yes	0.709651794406162
ENSG00000106153	Yes	0.709493141029913
ENSG00000279576	Yes	0.707163330404679
ENSG00000264462	Yes	0.705925592868181
ENSG00000272342	Yes	0.702699661531175
ENSG00000274840	Yes	0.699493433962669
ENSG00000213640	Yes	0.695832379190426
ENSG00000276924	Yes	0.694369324361842
ENSG00000108018	Yes	0.69356184248808
ENSG00000259200	Yes	0.692001542345034
ENSG00000210154	Yes	0.690722733321715
ENSG00000258708	Yes	0.689727743664186
ENSG00000109705	Yes	0.688934352651406
ENSG00000261600	Yes	0.688081077892322
ENSG00000214940	Yes	0.687297090694899
ENSG00000100557	Yes	0.686083849308433
ENSG00000226259	Yes	0.684556577550486
ENSG00000129514	Yes	0.683604581438287
ENSG00000248810	Yes	0.682936240800124
ENSG00000182492	Yes	0.680599886331461
ENSG00000259098	Yes	0.680545903628613
ENSG00000004848	Yes	0.679918597892115
ENSG00000196071	Yes	0.675007966643549
ENSG00000230316	Yes	0.674989431714942
ENSG00000129009	Yes	0.674469436118
ENSG00000253953	Yes	0.673651297414722
ENSG00000137310	Yes	0.672371798892163
ENSG00000121068	Yes	0.67007651362725
ENSG00000278558	Yes	0.668386194977353
ENSG00000204837	Yes	0.667157984266224
ENSG00000180543	Yes	0.667030220646506
ENSG00000163739	Yes	0.664459931984842
ENSG00000266637	Yes	0.663169778857159
ENSG00000139329	Yes	0.662269040041757
ENSG00000172014	Yes	0.658555214990908
ENSG00000227888	Yes	0.656065254784028
ENSG00000164692	Yes	0.65424243240368
ENSG00000104044	Yes	0.65369206030026
ENSG00000170561	Yes	0.65337720788413
ENSG00000273727	Yes	0.651092282571209
ENSG00000105880	Yes	0.650419427107065
ENSG00000248740	Yes	0.648173479245564
ENSG00000237689	Yes	0.647649581261845
ENSG00000133321	Yes	0.647344488007628
ENSG00000152467	Yes	0.647188199772453
ENSG00000250682	Yes	0.64688717265112
ENSG00000226752	Yes	0.646129341822245
ENSG00000267265	Yes	0.644946176516227
ENSG00000219549	Yes	0.643176377557
ENSG00000210117	Yes	0.642199450791989
ENSG00000093010	Yes	0.641342234452111
ENSG00000106483	Yes	0.641340022788722
ENSG00000049247	Yes	0.639985435862491
ENSG00000245526	Yes	0.639462713865143
ENSG00000152977	Yes	0.636867536240229
ENSG00000120669	Yes	0.635454270318819
ENSG00000235310	Yes	0.635051407778986
ENSG00000264940	Yes	0.634844419487959
ENSG00000133110	Yes	0.634759506861603
ENSG00000271369	Yes	0.633407354413054
ENSG00000113805	Yes	0.632272183743518
ENSG00000134330	Yes	0.631397313936195
ENSG00000120675	Yes	0.630643566058166
ENSG00000223509	Yes	0.629955334301776
ENSG00000160180	Yes	0.62531805354363
ENSG00000157103	Yes	0.624964381721842
ENSG00000169903	Yes	0.623768452578697
ENSG00000049540	Yes	0.623215374681855
ENSG00000112333	Yes	0.622707545631269
ENSG00000256274	Yes	0.622605403964128
ENSG00000273530	Yes	0.622507151052542
ENSG00000112936	Yes	0.621480659717683
ENSG00000224769	Yes	0.621078023320667
ENSG00000128610	Yes	0.620210676413857
ENSG00000203279	Yes	0.61893737486968
ENSG00000273823	Yes	0.618309670799834
ENSG00000277765	Yes	0.617342463394205
ENSG00000197757	Yes	0.615485594479424
ENSG00000151834	Yes	0.615316557450085
ENSG00000146374	Yes	0.615071015603231
ENSG00000149531	Yes	0.614122248296074
ENSG00000159712	Yes	0.612938940775245
ENSG00000135549	Yes	0.61230981685819
ENSG00000135828	Yes	0.611147272350756
ENSG00000278915	Yes	0.610247479713096
ENSG00000152583	Yes	0.610064234228328
ENSG00000169427	Yes	0.609603031876805
ENSG00000275291	Yes	0.609447249598548
ENSG00000214425	Yes	0.609331591667501
ENSG00000175899	Yes	0.608768508837276
ENSG00000278897	Yes	0.607713601280466
ENSG00000259538	Yes	0.607433599416273
ENSG00000149633	Yes	0.60643001784093
ENSG00000109851	Yes	0.605372779857018
ENSG00000259152	Yes	0.604408893121527
ENSG00000189366	Yes	0.60354013837499
ENSG00000200051	Yes	0.601170762573466
ENSG00000144810	Yes	0.598705956119036
ENSG00000138083	Yes	0.597005279187916
ENSG00000142089	Yes	0.596415289845688
ENSG00000168398	Yes	0.596405515182735
ENSG00000153266	Yes	0.595198414735512
ENSG00000275684	Yes	0.594722539616024
ENSG00000184304	Yes	0.594652698470414
ENSG00000110975	Yes	0.593990821422617
ENSG00000152910	Yes	0.593051157823278
ENSG00000275140	Yes	0.591332540735614
ENSG00000276038	Yes	0.58966309574169
ENSG00000274781	Yes	0.588819903853609
ENSG00000269994	Yes	0.588345976226719
ENSG00000206532	Yes	0.58811330107482
ENSG00000261824	Yes	0.587756026196776
ENSG00000081665	Yes	0.58737446708533
ENSG00000234719	Yes	0.584166976194822
ENSG00000261770	Yes	0.582728182336307
ENSG00000258667	Yes	0.581178319930361
ENSG00000242715	Yes	0.580826799540373
ENSG00000273709	Yes	0.580517489713457
ENSG00000251577	Yes	0.579641458292559
ENSG00000207357	Yes	0.579118762508817
ENSG00000279892	Yes	0.578853584361216
ENSG00000206341	Yes	0.578590258919031
ENSG00000258624	Yes	0.578056725110037
ENSG00000256073	Yes	0.576715661070112
ENSG00000124749	Yes	0.574471575119286
ENSG00000252867	Yes	0.574031715423345
ENSG00000231701	Yes	0.573320024211688
ENSG00000275640	Yes	0.572401350407963
ENSG00000214401	Yes	0.571472995945976
ENSG00000275076	Yes	0.569690829940448
ENSG00000169908	Yes	0.569138352516712
ENSG00000275126	Yes	0.569118588423209
ENSG00000240086	Yes	0.568278507436686
ENSG00000171587	Yes	0.56726006062982
ENSG00000273531	Yes	0.566646483684438
ENSG00000263445	Yes	0.566147196816176
ENSG00000186493	Yes	0.56559114857974
ENSG00000135744	Yes	0.56388482663056
ENSG00000199442	Yes	0.563124255076597
ENSG00000200982	Yes	0.56298556897445
ENSG00000132911	Yes	0.562918814875716
ENSG00000275538	Yes	0.56232792082651
ENSG00000122691	Yes	0.561977063745445
ENSG00000207716	Yes	0.561539715807544
ENSG00000249631	Yes	0.559669995838603
ENSG00000099715	Yes	0.559318671332965
ENSG00000198680	Yes	0.55897584375465
ENSG00000230398	Yes	0.557527346808562
ENSG00000105825	Yes	0.557470812411568
ENSG00000170689	Yes	0.557399145872897
ENSG00000274642	Yes	0.557012187660208
ENSG00000131398	Yes	0.556716982665275
ENSG00000240253	Yes	0.556486633218987
ENSG00000258815	Yes	0.55593724285859
ENSG00000145908	Yes	0.555156271192954
ENSG00000163453	Yes	0.554335331191173
ENSG00000171291	Yes	0.554092525883835
ENSG00000225548	Yes	0.551231919435289
ENSG00000238731	Yes	0.551151442855498
ENSG00000138061	Yes	0.549151885891252
ENSG00000277103	Yes	0.547940421346385
ENSG00000235963	Yes	0.547463975632596
ENSG00000269397	Yes	0.54640773647135
ENSG00000137252	Yes	0.545928709653044
ENSG00000136160	Yes	0.545366892830533
ENSG00000259610	Yes	0.54501047958757
ENSG00000278416	Yes	0.544739606405744
ENSG00000267575	Yes	0.543468893679888
ENSG00000233265	Yes	0.543322527417924
ENSG00000267696	Yes	0.54225301588416
ENSG00000230630	Yes	0.541727585952711
ENSG00000162623	Yes	0.540709879856772
ENSG00000196581	Yes	0.539961360982292
ENSG00000259692	Yes	0.539935917246701
ENSG00000185201	Yes	0.539848114035113
ENSG00000215105	Yes	0.538552965613122
ENSG00000200795	Yes	0.537219026244164
ENSG00000161896	Yes	0.537044533892993
ENSG00000259240	Yes	0.535667816757998
ENSG00000276256	Yes	0.535061819956381
ENSG00000121691	Yes	0.534476680715682
ENSG00000224830	Yes	0.533287318127107
ENSG00000267481	Yes	0.531571681336855
ENSG00000260878	Yes	0.531414565422012
ENSG00000266701	Yes	0.530973039968597
ENSG00000204071	Yes	0.530645259697046
ENSG00000173110	Yes	0.528919230838667
ENSG00000148677	Yes	0.528876990177222
ENSG00000237357	Yes	0.528181099742186
ENSG00000092758	Yes	0.527828121549944
ENSG00000271907	Yes	0.527618727219189
ENSG00000147655	Yes	0.527565895375042
ENSG00000252507	Yes	0.527521566723422
ENSG00000228139	Yes	0.527455462977218
ENSG00000116791	Yes	0.527436859205426
ENSG00000205403	Yes	0.526603909131078
ENSG00000277249	Yes	0.525843213277846
ENSG00000147596	Yes	0.525460582226664
ENSG00000274750	Yes	0.525202102379927
ENSG00000182601	Yes	0.522922553108065
ENSG00000205571	Yes	0.521743066348548
ENSG00000215374	Yes	0.520217399628361
ENSG00000212214	Yes	0.520135124562788
ENSG00000196867	Yes	0.51991265829053
ENSG00000116132	Yes	0.518949489761155
ENSG00000164853	Yes	0.518887196782095
ENSG00000103888	Yes	0.518864415512269
ENSG00000122592	Yes	0.518483078581816
ENSG00000215548	Yes	0.517612797254978
ENSG00000276742	Yes	0.516758019405821
ENSG00000253166	Yes	0.516500275864847
ENSG00000264874	Yes	0.514151493323214
ENSG00000244456	Yes	0.51305159246297
ENSG00000010278	Yes	0.51294558148532
ENSG00000278882	Yes	0.512766680516315
ENSG00000274719	Yes	0.512008433114768
ENSG00000159674	Yes	0.511908236529943
ENSG00000279656	Yes	0.50997750189258
ENSG00000258548	Yes	0.509487034176336
ENSG00000133636	Yes	0.508657006728827
ENSG00000232433	Yes	0.507621375294896
ENSG00000128253	Yes	0.507155049820663
ENSG00000223756	Yes	0.506506116284536
ENSG00000263551	Yes	0.506495584245389
ENSG00000258616	Yes	0.506223503303162
ENSG00000278189	Yes	0.505963821734019
ENSG00000254560	Yes	0.505929803579979
ENSG00000180229	Yes	0.504984437388873
ENSG00000183793	Yes	0.504735647217965
ENSG00000107317	Yes	0.504691012208495
ENSG00000207274	Yes	0.50351155643726
ENSG00000163017	Yes	0.502185810810463
ENSG00000138136	Yes	0.500867313542135
ENSG00000246448	Yes	0.500212396147014
ENSG00000115353	Yes	0.499806193462067
ENSG00000201998	Yes	0.499427470839314
ENSG00000265630	Yes	0.499357837791484
ENSG00000179520	Yes	0.499168874389412
ENSG00000152192	Yes	0.49830679141522
ENSG00000167637	Yes	0.498197769851961
ENSG00000146833	Yes	0.497751922742842
ENSG00000128918	Yes	0.497248265126291
ENSG00000263729	Yes	0.49505630470381
ENSG00000263426	Yes	0.494951749790708
ENSG00000263723	Yes	0.494364670262574
ENSG00000273768	Yes	0.493957495362313
ENSG00000108821	Yes	0.493441848888683
ENSG00000272769	Yes	0.491943804714179
ENSG00000143867	Yes	0.491309424425662
ENSG00000250337	Yes	0.490505545225108
ENSG00000139219	Yes	0.490007201309448
ENSG00000165970	Yes	0.489667824683494
ENSG00000120937	Yes	0.48837554078509
ENSG00000166736	Yes	0.487655492618364
ENSG00000170989	Yes	0.487228157552218
ENSG00000225110	Yes	0.486063401451557
ENSG00000197822	Yes	0.485276099404162
ENSG00000243831	Yes	0.4845346679302
ENSG00000184344	Yes	0.484425475045317
ENSG00000115414	Yes	0.483427640700785
ENSG00000277300	Yes	0.483198683786406
ENSG00000276584	Yes	0.483181696387404
ENSG00000151948	Yes	0.481436171923329
ENSG00000164690	Yes	0.481407891783058
ENSG00000112246	Yes	0.481102112559451
ENSG00000131773	Yes	0.480222180661027
ENSG00000273113	Yes	0.47966547316144
ENSG00000252616	Yes	0.479203123786516
ENSG00000212402	Yes	0.479198749174302
ENSG00000147256	Yes	0.47911003920916
ENSG00000237844	Yes	0.478862535848681
ENSG00000223203	Yes	0.47813317848
ENSG00000164318	Yes	0.478059127519273
ENSG00000225127	Yes	0.477781934032836
ENSG00000274893	Yes	0.477357006497365
ENSG00000155011	Yes	0.47661037690388
ENSG00000280779	Yes	0.476594651912191
ENSG00000253308	Yes	0.476487383887168
ENSG00000257935	Yes	0.476173239123455
ENSG00000278946	Yes	0.476161887991397
ENSG00000201098	Yes	0.476065823102292
ENSG00000251933	Yes	0.475751439081826
ENSG00000205212	Yes	0.475105300524824
ENSG00000226886	Yes	0.475079745669421
ENSG00000281468	Yes	0.474927814562743
ENSG00000217643	Yes	0.474580993818084
ENSG00000224243	Yes	0.473777706162049
ENSG00000081842	Yes	0.47357342098216
ENSG00000150893	Yes	0.473481804489831
ENSG00000275449	Yes	0.472739577831534
ENSG00000278662	Yes	0.472593869882347
ENSG00000255320	Yes	0.471054935112528
ENSG00000227113	Yes	0.470581307648974
ENSG00000247765	Yes	0.469391384031241
ENSG00000274835	Yes	0.469000294614295
ENSG00000128510	Yes	0.468368090921466
ENSG00000212952	Yes	0.468191518886835
ENSG00000263986	Yes	0.467822935132663
ENSG00000197956	Yes	0.467648739659382
ENSG00000129654	Yes	0.466999201702241
ENSG00000226779	Yes	0.466714143219301
ENSG00000134853	Yes	0.466409959130159
ENSG00000250486	Yes	0.46540622852775
ENSG00000227370	Yes	0.464828519547381
ENSG00000230202	Yes	0.464810526565413
ENSG00000163071	Yes	0.464430036889158
ENSG00000207187	Yes	0.464357625257662
ENSG00000199377	Yes	0.464294369436202
ENSG00000112769	Yes	0.4635495987371
ENSG00000162344	Yes	0.46345654286804
ENSG00000233098	Yes	0.460706259975158
ENSG00000130600	Yes	0.460156362763882
ENSG00000182109	Yes	0.460021471452213
ENSG00000145623	Yes	0.459272947040506
ENSG00000249889	Yes	0.458871443080426
ENSG00000230648	Yes	0.45828979322042
ENSG00000258883	Yes	0.458257712025376
ENSG00000270872	Yes	0.458131547811856
ENSG00000128709	Yes	0.457223596346776
ENSG00000253405	Yes	0.456908450504148
ENSG00000212951	Yes	0.456593481862709
ENSG00000275708	Yes	0.456562103502443
ENSG00000139800	Yes	0.456112671835328
ENSG00000270074	Yes	0.455991039542558
ENSG00000171812	Yes	0.45594831541715
ENSG00000164932	Yes	0.455903157028939
ENSG00000239185	Yes	0.45560254383768
ENSG00000221261	Yes	0.455424647061562
ENSG00000106038	Yes	0.45534745017467
ENSG00000113209	Yes	0.454636098425181
ENSG00000257800	Yes	0.454555228239471
ENSG00000278739	Yes	0.454489583840656
ENSG00000164326	Yes	0.453937412984269
ENSG00000140623	Yes	0.45390655606134
ENSG00000277244	Yes	0.452033262733079
ENSG00000106341	Yes	0.451665251614558
ENSG00000106366	Yes	0.451570121470041
ENSG00000163682	Yes	0.451495829197182
ENSG00000198155	Yes	0.451041803356904
ENSG00000125820	Yes	0.450669307215563
ENSG00000202538	Yes	0.450104842196285
ENSG00000043355	Yes	0.450049986570312
ENSG00000137573	Yes	0.449980011675974
ENSG00000227449	Yes	0.449949143147959
ENSG00000223138	Yes	0.449656428933816
ENSG00000168952	Yes	0.449438359726096
ENSG00000228404	Yes	0.449257983032953
ENSG00000264091	Yes	0.448442197393446
ENSG00000276402	Yes	0.448218264886465
ENSG00000198105	Yes	0.44812982178964
ENSG00000243620	Yes	0.447831842533727
ENSG00000235833	Yes	0.447756911001548
ENSG00000204065	Yes	0.447343726703089
ENSG00000268119	Yes	0.447300557263177
ENSG00000267264	Yes	0.446546678774048
ENSG00000210195	Yes	0.445921714876059
ENSG00000252010	Yes	0.445766438518454
ENSG00000267260	Yes	0.445427308174081
ENSG00000134962	Yes	0.444874739566818
ENSG00000181541	Yes	0.444780048622601
ENSG00000075290	Yes	0.444229844857733
ENSG00000261069	Yes	0.443422911691992
ENSG00000224185	Yes	0.442853311785443
ENSG00000273082	Yes	0.442851308054544
ENSG00000249395	Yes	0.442614808317817
ENSG00000258590	Yes	0.442376253256883
ENSG00000230105	Yes	0.441866325752065
ENSG00000101438	Yes	0.44153720702715
